order_id,order_date,region,product_line,sku,customer_id,customer_type,sales_amount,quantity,discount,return_flag,inventory_level
ORD-20260101-00006,2026-01-01,华东,骨科,ORTHO-003,CUST-华东-1015,单体药店,2723.68,29,0.0,0,1041
ORD-20260101-00028,2026-01-01,华中,儿科,PED-002,CUST-华中-1093,单体药店,1467.4,46,0.0,0,1193
ORD-20260101-00029,2026-01-01,华中,儿科,PED-001,CUST-华中-1024,连锁药房,602.31,13,0.05,0,1256
ORD-20260101-00030,2026-01-01,华中,儿科,PED-001,CUST-华中-1009,医院终端,2512.15,60,0.08,0,1353
ORD-20260101-00031,2026-01-01,华中,儿科,PED-003,CUST-华中-1011,医院终端,3609.12,59,0.02,0,1268
ORD-20260101-00032,2026-01-01,华中,皮肤科,DERM-002,CUST-华中-1021,医院终端,1182.87,29,0.03,0,852
ORD-20260101-00033,2026-01-01,华中,皮肤科,DERM-002,CUST-华中-1093,单体药店,2707.85,40,0.03,0,771
ORD-20260101-00034,2026-01-01,华中,皮肤科,DERM-001,CUST-华中-1074,医院终端,450.93,8,0.03,0,919
ORD-20260101-00035,2026-01-01,华中,皮肤科,DERM-002,CUST-华中-1067,单体药店,1186.96,37,0.0,0,655
ORD-20260101-00036,2026-01-01,华中,肿瘤科,ONCO-003,CUST-华中-1051,医院终端,3551.51,41,0.02,0,440
ORD-20260101-00037,2026-01-01,华中,肿瘤科,ONCO-003,CUST-华中-1084,连锁药房,4454.9,38,0.03,0,524
ORD-20260101-00038,2026-01-01,华中,肿瘤科,ONCO-003,CUST-华中-1030,诊所,1256.04,13,0.02,0,457
ORD-20260101-00039,2026-01-01,华中,肿瘤科,ONCO-001,CUST-华中-1072,单体药店,1280.19,9,0.05,0,555
ORD-20260101-00040,2026-01-01,华中,肿瘤科,ONCO-001,CUST-华中-1008,医院终端,3844.5,28,0.03,0,698
ORD-20260101-00023,2026-01-01,华中,骨科,ORTHO-001,CUST-华中-1096,医院终端,1388.46,17,0.03,0,1063
ORD-20260101-00024,2026-01-01,华中,骨科,ORTHO-003,CUST-华中-1066,单体药店,1446.59,20,0.01,0,730
ORD-20260101-00025,2026-01-01,华中,骨科,ORTHO-003,CUST-华中-1075,单体药店,574.29,9,0.0,0,736
ORD-20260101-00026,2026-01-01,华中,骨科,ORTHO-002,CUST-华中-1030,连锁药房,2333.42,36,0.02,0,1012
ORD-20260101-00027,2026-01-01,华中,骨科,ORTHO-003,CUST-华中-1060,单体药店,1484.1,17,0.0,0,940
ORD-20260101-00064,2026-01-01,华北,儿科,PED-003,CUST-华北-1091,单体药店,1898.6,36,0.03,0,1355
ORD-20260101-00065,2026-01-01,华北,儿科,PED-003,CUST-华北-1096,连锁药房,628.25,11,0.05,0,1376
ORD-20260101-00066,2026-01-01,华北,儿科,PED-003,CUST-华北-1071,单体药店,2284.48,59,0.0,0,1257
ORD-20260101-00067,2026-01-01,华北,儿科,PED-003,CUST-华北-1071,单体药店,2613.68,53,0.03,0,1278
ORD-20260101-00068,2026-01-01,华北,儿科,PED-002,CUST-华北-1070,医院终端,649.94,15,0.05,0,1146
ORD-20260101-00069,2026-01-01,华北,皮肤科,DERM-002,CUST-华北-1066,诊所,917.48,20,0.02,0,766
ORD-20260101-00070,2026-01-01,华北,皮肤科,DERM-001,CUST-华北-1040,连锁药房,638.86,10,0.02,0,816
ORD-20260101-00071,2026-01-01,华北,皮肤科,DERM-003,CUST-华北-1027,连锁药房,838.65,31,0.03,0,832
ORD-20260101-00072,2026-01-01,华北,皮肤科,DERM-001,CUST-华北-1053,连锁药房,2112.89,54,0.08,0,630
ORD-20260101-00073,2026-01-01,华北,皮肤科,DERM-003,CUST-华北-1000,单体药店,1569.54,24,0.03,0,834
ORD-20260101-00074,2026-01-01,华北,肿瘤科,ONCO-003,CUST-华北-1077,单体药店,5091.17,36,0.01,0,668
ORD-20260101-00075,2026-01-01,华北,肿瘤科,ONCO-001,CUST-华北-1085,单体药店,3787.94,30,0.01,0,485
ORD-20260101-00076,2026-01-01,华北,肿瘤科,ONCO-003,CUST-华北-1050,单体药店,5707.21,47,0.0,0,639
ORD-20260101-00077,2026-01-01,华北,肿瘤科,ONCO-001,CUST-华北-1023,医院终端,2349.42,29,0.03,0,587
ORD-20260101-00078,2026-01-01,华北,肿瘤科,ONCO-002,CUST-华北-1048,诊所,5596.74,58,0.03,0,461
ORD-20260101-00058,2026-01-01,华北,骨科,ORTHO-003,CUST-华北-1051,单体药店,3282.44,40,0.01,0,1060
ORD-20260101-00059,2026-01-01,华北,骨科,ORTHO-002,CUST-华北-1022,诊所,1853.55,24,0.03,0,720
ORD-20260101-00060,2026-01-01,华北,骨科,ORTHO-002,CUST-华北-1055,连锁药房,3605.0,43,0.03,0,946
ORD-20260101-00061,2026-01-01,华北,骨科,ORTHO-003,CUST-华北-1060,连锁药房,4675.82,55,0.02,0,865
ORD-20260101-00062,2026-01-01,华北,骨科,ORTHO-003,CUST-华北-1079,诊所,3860.38,57,0.01,0,835
ORD-20260101-00063,2026-01-01,华北,骨科,ORTHO-001,CUST-华北-1005,连锁药房,2086.24,35,0.08,0,757
ORD-20260101-00046,2026-01-01,西南,儿科,PED-003,CUST-西南-1069,医院终端,805.26,28,0.08,0,1240
ORD-20260101-00047,2026-01-01,西南,儿科,PED-001,CUST-西南-1046,连锁药房,3380.3,55,0.0,0,1127
ORD-20260101-00048,2026-01-01,西南,儿科,PED-003,CUST-西南-1013,连锁药房,1610.44,40,0.05,0,1099
ORD-20260101-00049,2026-01-01,西南,皮肤科,DERM-001,CUST-西南-1022,医院终端,380.2,6,0.02,0,790
ORD-20260101-00050,2026-01-01,西南,皮肤科,DERM-002,CUST-西南-1094,诊所,1339.03,22,0.01,0,675
ORD-20260101-00051,2026-01-01,西南,皮肤科,DERM-002,CUST-西南-1060,医院终端,1895.79,57,0.05,0,736
ORD-20260101-00052,2026-01-01,西南,皮肤科,DERM-001,CUST-西南-1024,连锁药房,944.46,22,0.0,0,762
ORD-20260101-00053,2026-01-01,西南,皮肤科,DERM-002,CUST-西南-1051,诊所,3062.46,58,0.05,0,634
ORD-20260101-00054,2026-01-01,西南,肿瘤科,ONCO-002,CUST-西南-1033,连锁药房,3377.48,43,0.05,0,580
ORD-20260101-00055,2026-01-01,西南,肿瘤科,ONCO-002,CUST-西南-1065,单体药店,3575.98,41,0.01,0,643
ORD-20260101-00056,2026-01-01,西南,肿瘤科,ONCO-001,CUST-西南-1068,单体药店,6593.56,52,0.01,0,455
ORD-20260101-00057,2026-01-01,西南,肿瘤科,ONCO-003,CUST-西南-1079,医院终端,6016.23,59,0.0,0,573
ORD-20260101-00041,2026-01-01,西南,骨科,ORTHO-003,CUST-西南-1083,医院终端,3293.16,47,0.08,0,1059
ORD-20260101-00042,2026-01-01,西南,骨科,ORTHO-001,CUST-西南-1017,医院终端,663.67,11,0.08,0,864
ORD-20260101-00043,2026-01-01,西南,骨科,ORTHO-003,CUST-西南-1043,连锁药房,2756.06,45,0.03,0,848
ORD-20260101-00044,2026-01-01,西南,骨科,ORTHO-001,CUST-西南-1054,连锁药房,617.19,7,0.0,0,786
ORD-20260101-00045,2026-01-01,西南,骨科,ORTHO-003,CUST-西南-1020,医院终端,3216.7,40,0.05,0,777
ORD-20260102-00085,2026-01-02,华东,儿科,PED-001,CUST-华东-1043,单体药店,915.33,31,0.03,0,1205
ORD-20260102-00086,2026-01-02,华东,儿科,PED-003,CUST-华东-1058,医院终端,1717.27,32,0.02,0,1353
ORD-20260102-00087,2026-01-02,华东,儿科,PED-002,CUST-华东-1068,单体药店,1883.49,34,0.03,0,1323
ORD-20260102-00088,2026-01-02,华东,儿科,PED-002,CUST-华东-1031,连锁药房,573.08,10,0.03,0,1144
ORD-20260102-00089,2026-01-02,华东,儿科,PED-002,CUST-华东-1085,单体药店,251.77,6,0.03,0,1113
ORD-20260102-00090,2026-01-02,华东,皮肤科,DERM-002,CUST-华东-1043,诊所,1583.62,43,0.02,0,884
ORD-20260102-00091,2026-01-02,华东,皮肤科,DERM-001,CUST-华东-1092,连锁药房,1696.97,40,0.02,0,950
ORD-20260102-00092,2026-01-02,华东,皮肤科,DERM-003,CUST-华东-1002,单体药店,537.97,19,0.03,0,776
ORD-20260102-00093,2026-01-02,华东,皮肤科,DERM-003,CUST-华东-1060,单体药店,1307.14,27,0.03,0,901
ORD-20260102-00094,2026-01-02,华东,肿瘤科,ONCO-003,CUST-华东-1039,单体药店,1159.49,12,0.01,0,694
ORD-20260102-00095,2026-01-02,华东,肿瘤科,ONCO-003,CUST-华东-1027,连锁药房,2665.61,22,0.08,0,688
ORD-20260102-00096,2026-01-02,华东,肿瘤科,ONCO-003,CUST-华东-1012,连锁药房,3116.83,23,0.02,0,574
ORD-20260102-00097,2026-01-02,华东,肿瘤科,ONCO-001,CUST-华东-1016,诊所,753.92,8,0.05,0,484
ORD-20260102-00098,2026-01-02,华东,肿瘤科,ONCO-003,CUST-华东-1062,医院终端,401.03,5,0.08,0,665
ORD-20260102-00079,2026-01-02,华东,骨科,ORTHO-003,CUST-华东-1044,单体药店,575.73,9,0.0,0,846
ORD-20260102-00080,2026-01-02,华东,骨科,ORTHO-001,CUST-华东-1079,医院终端,754.59,13,0.05,0,1008
ORD-20260102-00081,2026-01-02,华东,骨科,ORTHO-001,CUST-华东-1032,单体药店,1220.94,15,0.05,0,778
ORD-20260102-00082,2026-01-02,华东,骨科,ORTHO-001,CUST-华东-1013,医院终端,1725.55,24,0.08,0,912
ORD-20260102-00083,2026-01-02,华东,骨科,ORTHO-002,CUST-华东-1025,医院终端,2787.08,49,0.02,0,874
ORD-20260102-00084,2026-01-02,华东,骨科,ORTHO-003,CUST-华东-1015,单体药店,3560.85,41,0.0,0,939
ORD-20260102-00104,2026-01-02,华中,儿科,PED-002,CUST-华中-1020,诊所,1536.0,40,0.0,0,1229
ORD-20260102-00105,2026-01-02,华中,儿科,PED-002,CUST-华中-1060,诊所,748.34,19,0.02,0,1379
ORD-20260102-00106,2026-01-02,华中,儿科,PED-002,CUST-华中-1029,连锁药房,3154.4,55,0.08,0,1121
ORD-20260102-00107,2026-01-02,华中,儿科,PED-002,CUST-华中-1028,连锁药房,1135.57,22,0.02,0,1104
ORD-20260102-00108,2026-01-02,华中,皮肤科,DERM-003,CUST-华中-1072,诊所,2192.85,33,0.0,0,775
ORD-20260102-00109,2026-01-02,华中,皮肤科,DERM-003,CUST-华中-1034,单体药店,1659.4,36,0.03,0,640
ORD-20260102-00110,2026-01-02,华中,皮肤科,DERM-002,CUST-华中-1077,诊所,359.07,10,0.01,0,914
ORD-20260102-00111,2026-01-02,华中,皮肤科,DERM-003,CUST-华中-1097,医院终端,1118.26,22,0.08,0,709
ORD-20260102-00112,2026-01-02,华中,肿瘤科,ONCO-003,CUST-华中-1035,单体药店,3776.6,42,0.03,0,671
ORD-20260102-00113,2026-01-02,华中,肿瘤科,ONCO-001,CUST-华中-1052,单体药店,4856.51,47,0.0,0,588
ORD-20260102-00114,2026-01-02,华中,肿瘤科,ONCO-002,CUST-华中-1036,诊所,3601.83,30,0.05,1,465
ORD-20260102-00115,2026-01-02,华中,肿瘤科,ONCO-002,CUST-华中-1014,连锁药房,4082.32,30,0.08,0,420
ORD-20260102-00099,2026-01-02,华中,骨科,ORTHO-001,CUST-华中-1032,医院终端,3242.4,35,0.0,0,925
ORD-20260102-00100,2026-01-02,华中,骨科,ORTHO-002,CUST-华中-1080,连锁药房,1131.35,14,0.02,0,875
ORD-20260102-00101,2026-01-02,华中,骨科,ORTHO-001,CUST-华中-1015,医院终端,2205.17,31,0.08,0,1036
ORD-20260102-00102,2026-01-02,华中,骨科,ORTHO-001,CUST-华中-1048,诊所,2361.47,33,0.02,0,939
ORD-20260102-00103,2026-01-02,华中,骨科,ORTHO-002,CUST-华中-1007,单体药店,4128.28,52,0.0,0,826
ORD-20260102-00139,2026-01-02,华北,儿科,PED-001,CUST-华北-1087,单体药店,435.02,8,0.05,0,1166
ORD-20260102-00140,2026-01-02,华北,儿科,PED-001,CUST-华北-1045,单体药店,608.37,17,0.05,0,1357
ORD-20260102-00141,2026-01-02,华北,儿科,PED-003,CUST-华北-1080,医院终端,1503.0,45,0.0,0,1245
ORD-20260102-00142,2026-01-02,华北,儿科,PED-001,CUST-华北-1093,单体药店,779.88,23,0.02,0,1109
ORD-20260102-00143,2026-01-02,华北,皮肤科,DERM-003,CUST-华北-1046,医院终端,1054.07,22,0.02,0,866
ORD-20260102-00144,2026-01-02,华北,皮肤科,DERM-002,CUST-华北-1043,诊所,2080.46,34,0.0,0,735
ORD-20260102-00145,2026-01-02,华北,皮肤科,DERM-003,CUST-华北-1050,诊所,3645.8,56,0.05,0,822
ORD-20260102-00146,2026-01-02,华北,肿瘤科,ONCO-003,CUST-华北-1047,连锁药房,5917.78,48,0.03,0,746
ORD-20260102-00147,2026-01-02,华北,肿瘤科,ONCO-002,CUST-华北-1029,连锁药房,4574.24,44,0.08,0,732
ORD-20260102-00148,2026-01-02,华北,肿瘤科,ONCO-001,CUST-华北-1081,诊所,6610.91,49,0.02,0,479
ORD-20260102-00149,2026-01-02,华北,肿瘤科,ONCO-001,CUST-华北-1004,连锁药房,3647.16,36,0.0,0,695
ORD-20260102-00134,2026-01-02,华北,骨科,ORTHO-001,CUST-华北-1010,连锁药房,2117.86,29,0.08,0,974
ORD-20260102-00135,2026-01-02,华北,骨科,ORTHO-003,CUST-华北-1059,连锁药房,2655.55,34,0.03,0,958
ORD-20260102-00136,2026-01-02,华北,骨科,ORTHO-002,CUST-华北-1020,诊所,1486.42,27,0.05,0,937
ORD-20260102-00137,2026-01-02,华北,骨科,ORTHO-003,CUST-华北-1038,连锁药房,1734.82,29,0.05,0,915
ORD-20260102-00138,2026-01-02,华北,骨科,ORTHO-003,CUST-华北-1037,单体药店,2178.33,23,0.0,0,1057
ORD-20260102-00121,2026-01-02,西南,儿科,PED-001,CUST-西南-1018,单体药店,1774.12,43,0.05,0,1089
ORD-20260102-00122,2026-01-02,西南,儿科,PED-001,CUST-西南-1053,连锁药房,2120.14,55,0.08,0,1021
ORD-20260102-00123,2026-01-02,西南,儿科,PED-002,CUST-西南-1075,诊所,2293.18,47,0.03,0,1248
ORD-20260102-00124,2026-01-02,西南,儿科,PED-003,CUST-西南-1042,单体药店,1865.78,39,0.03,0,1184
ORD-20260102-00125,2026-01-02,西南,儿科,PED-001,CUST-西南-1030,医院终端,902.68,19,0.05,0,1262
ORD-20260102-00126,2026-01-02,西南,皮肤科,DERM-002,CUST-西南-1084,单体药店,2762.46,46,0.01,0,638
ORD-20260102-00127,2026-01-02,西南,皮肤科,DERM-001,CUST-西南-1075,单体药店,426.16,11,0.03,0,853
ORD-20260102-00128,2026-01-02,西南,皮肤科,DERM-001,CUST-西南-1052,诊所,898.66,14,0.0,0,755
ORD-20260102-00129,2026-01-02,西南,皮肤科,DERM-002,CUST-西南-1050,单体药店,3136.16,59,0.02,0,893
ORD-20260102-00130,2026-01-02,西南,肿瘤科,ONCO-002,CUST-西南-1097,单体药店,4452.24,39,0.0,0,540
ORD-20260102-00131,2026-01-02,西南,肿瘤科,ONCO-003,CUST-西南-1036,诊所,7790.64,52,0.0,0,470
ORD-20260102-00132,2026-01-02,西南,肿瘤科,ONCO-003,CUST-西南-1012,诊所,5333.1,49,0.02,0,443
ORD-20260102-00133,2026-01-02,西南,肿瘤科,ONCO-002,CUST-西南-1037,诊所,3329.25,32,0.01,0,630
ORD-20260102-00116,2026-01-02,西南,骨科,ORTHO-003,CUST-西南-1006,单体药店,1662.5,28,0.05,0,1040
ORD-20260102-00117,2026-01-02,西南,骨科,ORTHO-002,CUST-西南-1026,诊所,836.76,13,0.02,0,1077
ORD-20260102-00118,2026-01-02,西南,骨科,ORTHO-002,CUST-西南-1080,连锁药房,1555.26,20,0.02,0,727
ORD-20260102-00119,2026-01-02,西南,骨科,ORTHO-003,CUST-西南-1028,单体药店,1102.19,12,0.03,0,1051
ORD-20260102-00120,2026-01-02,西南,骨科,ORTHO-001,CUST-西南-1091,单体药店,3266.83,50,0.02,0,967
ORD-20260103-00154,2026-01-03,华东,儿科,PED-003,CUST-华东-1006,医院终端,1127.78,20,0.02,0,1125
ORD-20260103-00155,2026-01-03,华东,儿科,PED-001,CUST-华东-1070,诊所,663.79,18,0.01,0,1095
ORD-20260103-00156,2026-01-03,华东,儿科,PED-003,CUST-华东-1018,连锁药房,2442.3,39,0.03,0,1076
ORD-20260103-00157,2026-01-03,华东,儿科,PED-003,CUST-华东-1016,医院终端,1645.03,55,0.02,0,1028
ORD-20260103-00158,2026-01-03,华东,儿科,PED-001,CUST-华东-1016,连锁药房,2126.48,38,0.0,0,1263
ORD-20260103-00159,2026-01-03,华东,皮肤科,DERM-002,CUST-华东-1013,单体药店,818.39,19,0.05,0,957
ORD-20260103-00160,2026-01-03,华东,皮肤科,DERM-003,CUST-华东-1082,连锁药房,519.69,8,0.05,0,838
ORD-20260103-00161,2026-01-03,华东,皮肤科,DERM-003,CUST-华东-1091,连锁药房,593.46,9,0.0,0,695
ORD-20260103-00162,2026-01-03,华东,皮肤科,DERM-001,CUST-华东-1079,连锁药房,2075.41,40,0.03,0,925
ORD-20260103-00163,2026-01-03,华东,肿瘤科,ONCO-002,CUST-华东-1055,单体药店,4260.06,49,0.0,0,753
ORD-20260103-00164,2026-01-03,华东,肿瘤科,ONCO-003,CUST-华东-1027,诊所,2029.14,19,0.03,0,652
ORD-20260103-00165,2026-01-03,华东,肿瘤科,ONCO-002,CUST-华东-1012,单体药店,2496.06,25,0.02,0,498
ORD-20260103-00166,2026-01-03,华东,肿瘤科,ONCO-003,CUST-华东-1008,医院终端,863.9,10,0.0,0,610
ORD-20260103-00167,2026-01-03,华东,肿瘤科,ONCO-001,CUST-华东-1075,单体药店,5760.83,40,0.02,0,630
ORD-20260103-00150,2026-01-03,华东,骨科,ORTHO-002,CUST-华东-1095,单体药店,3134.59,39,0.03,0,799
ORD-20260103-00151,2026-01-03,华东,骨科,ORTHO-002,CUST-华东-1062,诊所,1751.86,22,0.0,0,831
ORD-20260103-00152,2026-01-03,华东,骨科,ORTHO-002,CUST-华东-1030,单体药店,961.79,11,0.02,0,1050
ORD-20260103-00153,2026-01-03,华东,骨科,ORTHO-002,CUST-华东-1035,连锁药房,713.53,12,0.05,0,828
ORD-20260103-00172,2026-01-03,华中,儿科,PED-002,CUST-华中-1034,连锁药房,1270.86,24,0.03,0,1112
ORD-20260103-00173,2026-01-03,华中,儿科,PED-001,CUST-华中-1051,单体药店,1686.88,52,0.0,0,1291
ORD-20260103-00174,2026-01-03,华中,儿科,PED-001,CUST-华中-1058,单体药店,1150.56,28,0.02,0,1310
ORD-20260103-00175,2026-01-03,华中,儿科,PED-003,CUST-华中-1006,连锁药房,1728.54,53,0.08,0,1061
ORD-20260103-00176,2026-01-03,华中,皮肤科,DERM-003,CUST-华中-1077,单体药店,977.7,22,0.01,0,678
ORD-20260103-00177,2026-01-03,华中,皮肤科,DERM-002,CUST-华中-1036,单体药店,2261.88,42,0.03,0,777
ORD-20260103-00178,2026-01-03,华中,皮肤科,DERM-001,CUST-华中-1076,连锁药房,479.63,18,0.03,0,690
ORD-20260103-00179,2026-01-03,华中,肿瘤科,ONCO-002,CUST-华中-1000,连锁药房,3600.76,32,0.02,0,692
ORD-20260103-00180,2026-01-03,华中,肿瘤科,ONCO-003,CUST-华中-1071,连锁药房,7514.09,56,0.03,0,441
ORD-20260103-00181,2026-01-03,华中,肿瘤科,ONCO-002,CUST-华中-1009,连锁药房,5466.63,41,0.05,0,747
ORD-20260103-00182,2026-01-03,华中,肿瘤科,ONCO-002,CUST-华中-1051,连锁药房,1995.77,25,0.02,0,736
ORD-20260103-00183,2026-01-03,华中,肿瘤科,ONCO-002,CUST-华中-1046,医院终端,5084.03,59,0.0,0,721
ORD-20260103-00168,2026-01-03,华中,骨科,ORTHO-003,CUST-华中-1054,医院终端,4575.72,51,0.0,0,1027
ORD-20260103-00169,2026-01-03,华中,骨科,ORTHO-002,CUST-华中-1073,单体药店,1022.57,14,0.03,0,775
ORD-20260103-00170,2026-01-03,华中,骨科,ORTHO-002,CUST-华中-1047,医院终端,1206.3,22,0.08,0,939
ORD-20260103-00171,2026-01-03,华中,骨科,ORTHO-003,CUST-华中-1079,医院终端,3366.13,46,0.08,1,1056
ORD-20260103-00206,2026-01-03,华北,儿科,PED-001,CUST-华北-1077,诊所,731.64,21,0.0,0,1210
ORD-20260103-00207,2026-01-03,华北,儿科,PED-003,CUST-华北-1091,医院终端,3516.99,59,0.0,0,1102
ORD-20260103-00208,2026-01-03,华北,儿科,PED-002,CUST-华北-1065,单体药店,1125.12,32,0.0,0,1133
ORD-20260103-00209,2026-01-03,华北,儿科,PED-002,CUST-华北-1003,医院终端,1228.75,30,0.08,0,1217
ORD-20260103-00210,2026-01-03,华北,皮肤科,DERM-002,CUST-华北-1040,连锁药房,3763.23,58,0.03,0,690
ORD-20260103-00211,2026-01-03,华北,皮肤科,DERM-001,CUST-华北-1060,连锁药房,695.55,13,0.05,0,622
ORD-20260103-00212,2026-01-03,华北,皮肤科,DERM-001,CUST-华北-1027,连锁药房,2302.58,40,0.08,0,676
ORD-20260103-00213,2026-01-03,华北,皮肤科,DERM-002,CUST-华北-1015,连锁药房,774.32,31,0.08,0,676
ORD-20260103-00214,2026-01-03,华北,皮肤科,DERM-002,CUST-华北-1002,单体药店,2169.13,41,0.01,0,769
ORD-20260103-00215,2026-01-03,华北,肿瘤科,ONCO-003,CUST-华北-1073,单体药店,5130.52,47,0.0,0,604
ORD-20260103-00216,2026-01-03,华北,肿瘤科,ONCO-001,CUST-华北-1069,医院终端,3931.96,37,0.08,1,660
ORD-20260103-00217,2026-01-03,华北,肿瘤科,ONCO-001,CUST-华北-1047,诊所,574.83,6,0.02,0,596
ORD-20260103-00218,2026-01-03,华北,肿瘤科,ONCO-001,CUST-华北-1080,诊所,3591.62,42,0.02,0,600
ORD-20260103-00200,2026-01-03,华北,骨科,ORTHO-002,CUST-华北-1062,医院终端,798.54,13,0.02,0,771
ORD-20260103-00201,2026-01-03,华北,骨科,ORTHO-003,CUST-华北-1094,诊所,619.8,7,0.02,0,1036
ORD-20260103-00202,2026-01-03,华北,骨科,ORTHO-001,CUST-华北-1019,单体药店,3388.1,58,0.05,0,804
ORD-20260103-00203,2026-01-03,华北,骨科,ORTHO-003,CUST-华北-1052,单体药店,3512.59,51,0.01,0,1032
ORD-20260103-00204,2026-01-03,华北,骨科,ORTHO-002,CUST-华北-1057,诊所,1261.46,20,0.02,0,960
ORD-20260103-00205,2026-01-03,华北,骨科,ORTHO-001,CUST-华北-1073,单体药店,3144.74,34,0.02,0,977
ORD-20260103-00188,2026-01-03,西南,儿科,PED-003,CUST-西南-1079,诊所,1821.77,45,0.02,0,1054
ORD-20260103-00189,2026-01-03,西南,儿科,PED-002,CUST-西南-1038,单体药店,2430.54,42,0.0,0,1057
ORD-20260103-00190,2026-01-03,西南,儿科,PED-002,CUST-西南-1004,单体药店,1818.31,58,0.02,0,1066
ORD-20260103-00191,2026-01-03,西南,儿科,PED-003,CUST-西南-1049,单体药店,1847.6,40,0.0,0,1312
ORD-20260103-00192,2026-01-03,西南,皮肤科,DERM-002,CUST-西南-1064,单体药店,246.69,8,0.03,0,795
ORD-20260103-00193,2026-01-03,西南,皮肤科,DERM-003,CUST-西南-1082,连锁药房,622.63,20,0.05,0,888
ORD-20260103-00194,2026-01-03,西南,皮肤科,DERM-003,CUST-西南-1046,单体药店,932.11,23,0.03,0,793
ORD-20260103-00195,2026-01-03,西南,皮肤科,DERM-003,CUST-西南-1080,单体药店,477.43,9,0.02,0,967
ORD-20260103-00196,2026-01-03,西南,肿瘤科,ONCO-002,CUST-西南-1084,诊所,6279.5,43,0.01,0,718
ORD-20260103-00197,2026-01-03,西南,肿瘤科,ONCO-003,CUST-西南-1044,连锁药房,4445.16,46,0.05,0,463
ORD-20260103-00198,2026-01-03,西南,肿瘤科,ONCO-002,CUST-西南-1082,单体药店,7641.75,57,0.01,0,770
ORD-20260103-00199,2026-01-03,西南,肿瘤科,ONCO-003,CUST-西南-1085,连锁药房,3069.92,28,0.0,0,512
ORD-20260103-00184,2026-01-03,西南,骨科,ORTHO-001,CUST-西南-1039,单体药店,1579.53,19,0.02,0,759
ORD-20260103-00185,2026-01-03,西南,骨科,ORTHO-003,CUST-西南-1067,诊所,3990.17,54,0.02,0,1050
ORD-20260103-00186,2026-01-03,西南,骨科,ORTHO-001,CUST-西南-1018,连锁药房,960.33,16,0.08,0,1055
ORD-20260103-00187,2026-01-03,西南,骨科,ORTHO-001,CUST-西南-1098,连锁药房,2506.15,34,0.08,0,949
ORD-20260104-00224,2026-01-04,华东,儿科,PED-002,CUST-华东-1066,医院终端,373.73,10,0.05,0,1328
ORD-20260104-00225,2026-01-04,华东,儿科,PED-001,CUST-华东-1041,单体药店,822.96,25,0.02,0,1328
